BTC_Close,BTC_Open,BTC_High,BTC_Low,Daily Return,Monthly Return,Annual Return
8800.9,8652.1,8829.1,8675.9,0.01631715090766317,,
8860.9,8808.3,8982.3,8832.3,0.0068174845754411795,,
9138.5,8845.9,9183.7,8893.0,0.031328646074326505,,
8662.4,9140.3,8733.3,8645.2,-0.05209826557969033,,
8680.7,8650.4,8692.1,8621.2,0.0021125785001847586,,
8730.7,8671.7,8751.7,8699.4,0.005759904155194784,,
8584.7,8738.1,8687.3,8576.8,-0.01672259956246347,,
8305.9,8588.9,8415.5,8286.5,-0.03247638240124884,,
8309.3,8308.5,8447.6,8277.2,0.00040934757220756346,,
8363.0,8315.9,8377.2,8304.9,0.006462638248709407,,
8633.1,8368.0,8692.5,8608.1,0.03229702259954559,,
9078.2,8639.7,9126.4,8866.6,0.051557377998633136,,
9332.6,9053.7,9403.9,9283.5,0.02802317640060803,,
9330.0,9331.2,9355.1,9209.2,-0.0002785933180464717,,
9412.1,9326.6,9525.0,9405.6,0.008799571275455609,,
9411.6,9414.6,9458.8,9342.9,-5.3123107489283505e-05,0.30318471337579633,
9317.5,9401.5,9383.4,9183.1,-0.00999829997024948,,
9393.5,9317.4,9582.8,9301.6,0.008156694392272623,,
9274.2,9390.4,9347.5,9262.8,-0.012700271464310298,,
9236.7,9270.5,9237.3,9179.9,-0.0040434754480170865,,
9629.3,9237.3,9649.4,9536.1,0.04250435761689775,,
9807.0,9642.8,9849.3,9749.1,0.018454093236268454,,
9763.2,9794.9,9826.0,9673.2,-0.004466197613949174,,
10092.9,9758.8,10115.4,9882.7,0.033769665683382355,,
10064.0,10090.6,10181.7,10039.8,-0.002863399023075641,,
9733.4,10058.1,9860.4,9725.1,-0.0328497615262322,,
10292.6,9748.8,10312.1,10230.1,0.05745166128999135,,
10391.1,10273.7,10425.9,10305.1,0.009569982317393144,,
10232.4,10396.4,10289.8,10183.1,-0.015272685278748255,,
10275.1,10224.0,10369.8,10223.6,0.004173019037567061,,
10009.8,10261.4,10056.4,9861.8,-0.025819700051581074,,
9748.9,10022.9,9951.5,9716.8,-0.026064456832304295,,
9640.9,9918.3,9951.5,9589.9,-0.011078172922073248,,
10113.9,9800.9,10177.9,10091.5,0.04906180958209294,,
9578.4,10111.7,9653.6,9525.4,-0.0529469344169905,,
9688.0,9596.6,9729.7,9574.5,0.011442412093877863,,
9626.9,9692.5,9706.5,9625.0,-0.00630677126341872,,
9839.7,9630.3,9896.9,9653.4,0.022104727378491562,,
9754.5,9844.0,9981.0,9663.3,-0.008658800573188241,,
9592.1,9768.7,9672.3,9566.7,-0.016648726228919997,,
9177.8,9587.9,9368.1,9125.6,-0.04319179324652589,,
8705.3,9182.7,8804.3,8538.5,-0.051482926191462,,
8853.6,8711.6,8898.7,8789.8,0.0170355990029063,,
8747.9,8834.5,8766.9,8668.5,-0.011938646426312594,,
8592.1,8745.8,8665.6,8532.6,-0.0178099886829981,-0.08707339878447873,
8634.3,8582.9,8648.0,8503.1,0.004911488460329627,,
8840.3,8640.2,8911.7,8798.0,0.023858332464704812,,
8813.5,8840.6,8830.0,8731.5,-0.0030315713267647926,,
8745.4,8799.2,8840.3,8702.7,-0.0077267827764225805,,
9050.1,8888.7,9079.4,9004.9,0.03484117364557382,,
9077.1,9048.7,9141.5,9064.5,0.00298339244870216,,
8738.9,9074.4,8888.0,8712.7,-0.03725859580703095,,
8052.9,8749.2,8158.8,8007.4,-0.07849958232729515,,
7911.4,8066.2,7966.1,7859.2,-0.017571309714512817,,
7926.2,7906.4,7964.9,7872.8,0.0018707182041104442,,
7653.3,7931.1,7963.1,7605.8,-0.03443011783704675,,
5105.3,7666.1,5499.0,3869.5,-0.3329282793043523,,
5584.1,5175.7,5634.9,5343.2,0.09378489021213254,,
5184.5,5572.2,5277.5,5120.6,-0.07156032306011717,,
5267.4,5184.3,5369.3,5213.4,0.01598997010319203,,
5218.8,5276.5,5368.9,4946.5,-0.009226563389907683,,
5342.1,5231.1,5362.5,5220.4,0.023626120947344287,,
5275.0,5343.4,5404.1,5256.0,-0.012560603507983825,,
6095.4,5289.5,6261.9,6019.6,0.15552606635071076,,
6246.2,6083.7,6355.5,6080.8,0.024739967844604083,,
6349.6,6270.8,6359.5,6119.0,0.016554064871441954,,
5977.5,6273.3,5986.6,5710.8,-0.05860211666876658,,
6547.6,5898.5,6643.2,6462.4,0.09537432036804683,,
6571.6,6588.4,6744.8,6542.3,0.0036654652086260953,,
6726.3,6599.7,6772.9,6659.4,0.023540690242863205,,
6782.0,6687.3,6813.7,6727.8,0.008280927107027658,,
6122.4,6778.2,6374.3,6085.1,-0.09725744618106757,,
6214.5,6257.4,6258.8,6185.3,0.015043120344962801,,
5998.8,6211.0,6022.8,5872.5,-0.03470914796041513,,
6454.3,6007.6,6513.1,6385.6,0.07593185303727412,,
6346.7,6443.5,6425.5,6273.6,-0.016671056504965698,-0.2613330850432375,
6594.4,6370.5,6727.0,6567.9,0.03902815636472501,,
6799.3,6607.5,6830.2,6727.8,0.031071818512677485,,
6706.4,6785.7,6785.3,6682.6,-0.013663171208801006,,
6804.7,6704.5,6889.4,6794.5,0.01465764046284157,,
6836.3,6798.4,6875.8,6770.1,0.004643849104295716,,
7304.8,6842.0,7440.3,7263.5,0.0685312230300017,,
7356.8,7323.0,7370.1,7153.1,0.007118606943379735,,
7281.3,7349.8,7360.7,7268.4,-0.010262614180078344,,
7169.3,7288.6,7294.4,7166.6,-0.01538186862236135,,
6901.0,7176.7,6915.5,6840.6,-0.037423458357161765,,
6808.9,6900.0,6889.8,6805.7,-0.013345891899724682,,
6684.4,6810.9,6920.1,6632.7,-0.018284891832748285,,
6884.9,6678.7,6899.5,6807.0,0.029995212734127197,,
6902.3,6881.6,6903.2,6800.6,0.0025272698223650636,,
6659.5,6907.0,6663.2,6520.5,-0.03517668023702247,,
7076.6,6651.2,7118.5,7039.7,0.06263232975448618,,
7083.3,7084.6,7105.9,7031.5,0.0009467823531073005,,
7209.4,7087.7,7238.0,7182.4,0.017802436717349268,,
7162.6,7209.5,7187.7,7086.1,-0.006491524953532779,,
6854.9,7162.5,6907.7,6818.9,-0.042959260603691485,,
6852.0,6858.2,6879.7,6821.8,-0.00042305504091955104,,
7129.2,6856.8,7169.6,7092.2,0.040455341506129505,,
7520.8,7113.7,7541.5,7474.3,0.05492902429445112,,
7510.2,7520.8,7516.9,7451.0,-0.0014094245293054808,,
7569.2,7512.2,7586.4,7527.0,0.007855982530425187,,
7723.7,7569.6,7768.4,7676.1,0.020411668340115208,,
7706.2,7725.3,7770.1,7674.0,-0.0022657534601292495,,
7801.0,7708.9,7822.6,7729.7,0.012301782979938336,,
9185.7,7809.1,9187.7,8717.3,0.17750288424560967,,
8673.9,9279.1,8758.1,8621.0,-0.055717038440184274,0.3666787464351553,
8845.2,8672.4,8858.9,8775.4,0.01974890187804812,,
9137.7,8840.9,9169.9,8935.0,0.033068783068783025,,
8747.9,9131.1,8926.2,8665.7,-0.042658437024634344,,
8870.5,8728.4,8920.7,8831.4,0.014014792121537889,,
8995.9,8855.8,9038.2,8923.6,0.014136745392029804,,
9263.6,8962.9,9338.2,9064.8,0.029758000867061707,,
9925.1,9271.8,10018.2,9845.8,0.07140852368409689,,
9873.7,9914.8,9910.5,9747.2,-0.005178789130588113,,
8635.1,9868.2,9569.4,8259.3,-0.12544436229579592,,
8659.3,9753.0,9569.4,8259.3,0.002802515315398546,,
8727.8,8697.6,8729.7,8542.8,0.007910570138463857,,
8913.3,8717.0,8964.7,8799.1,0.02125392424207706,,
9329.9,8908.7,9364.5,9265.8,0.04673914262955359,,
9497.4,9338.5,9819.6,9319.3,0.017953032722751505,,
9419.9,9483.6,9451.9,9233.0,-0.008160128035041181,,
9559.1,9411.1,9570.4,9327.8,0.01477722693446859,,
9856.5,9543.2,9930.2,9678.9,0.03111171553807357,,
9524.6,9856.6,9737.8,9524.6,-0.033673210571703915,,
9722.1,9537.9,9788.8,9708.4,0.020735778930348836,,
9477.8,9721.8,9567.1,9463.1,-0.02512831589882858,,
8998.3,9479.3,9129.2,8983.7,-0.05059190951486636,,
9275.5,8995.1,9303.2,9169.7,0.03080581887689915,,
9201.0,9284.2,9229.5,9129.7,-0.00803191202630582,,
8773.7,9195.4,8817.9,8666.1,-0.04644060428214314,,
8918.6,8786.4,8922.9,8836.6,0.016515267219075147,,
8850.5,8901.8,8891.0,8818.6,-0.007635727580561968,,
9170.4,8831.8,9268.8,9168.8,0.03614485057341388,,
