Date,Close/Last,Open,High,Low
11/20/2024,151.6584,151.445,152.1797,150.8498
11/19/2024,152.2228,150.6431,152.2863,149.4851
11/18/2024,149.135,145.9099,149.7586,145.9099
11/15/2024,143.1617,145.4863,145.9637,142.7253
11/14/2024,144.6481,142.3466,145.4549,142.3466
11/13/2024,143.4214,146.7366,147.228,143.4058
11/12/2024,145.5567,146.9731,147.2197,143.4898
11/11/2024,147.7819,150.9943,152.2574,145.738
11/08/2024,156.7269,157.7245,158.4953,155.1571
11/07/2024,159.2543,157.3526,159.92,156.0677
11/06/2024,155.9359,155.2198,156.6937,152.8045
11/05/2024,159.8404,160.5706,161.2915,158.9445
11/04/2024,159.0035,160.0988,160.7687,158.3008
11/01/2024,159.2791,162.2683,163.0058,159.2134
10/31/2024,161.1976,164.0129,164.0129,159.6503
10/30/2024,166.4435,168.073,168.0759,164.7134
10/29/2024,168.6609,167.206,168.9595,166.3587
10/28/2024,165.9341,165.5032,166.9533,165.3332
10/25/2024,166.2888,168.089,168.7615,165.8294
10/24/2024,169.4446,173.121,173.1245,166.2714
10/23/2024,172.4323,172.5796,173.7335,170.8747
10/22/2024,175.7432,173.9897,175.9448,173.694
10/21/2024,172.171,173.8477,175.0626,171.6061
10/18/2024,171.3122,165.3727,171.9735,165.0555
10/17/2024,163.6776,163.1405,165.0839,162.4366
10/16/2024,162.1044,162.5047,164.5774,161.5271
10/15/2024,160.6269,159.1086,160.6935,158.1216
10/14/2024,159.314,158.5478,159.4854,157.6077
10/11/2024,159.485,159.9216,161.3408,159.385
10/10/2024,158.7674,155.2414,158.8793,154.4984
10/09/2024,154.4712,153.6836,154.5404,152.1741
10/08/2024,154.8137,154.6174,154.8493,152.8239
10/07/2024,155.9169,156.8823,156.8823,155.1114
10/04/2024,158.0734,158.5649,160.5471,157.7011
10/03/2024,158.7587,159.4755,159.5047,157.3228
10/02/2024,161.4827,161.2068,163.1436,160.3923
10/01/2024,161.2783,160.6663,162.4302,159.3437
09/30/2024,158.7187,160.3672,160.7033,157.2808
09/27/2024,162.2461,166.7541,167.0457,162.0888
09/26/2024,167.3728,166.1639,168.7127,165.9084
09/25/2024,164.9917,164.9451,166.6444,164.4436
09/24/2024,165.1793,161.7453,166.0249,160.7369
09/23/2024,160.4253,161.8143,164.0853,160.4253
09/20/2024,161.1124,160.5737,161.8029,159.7286
09/19/2024,158.7479,160.0012,160.1027,157.4597
09/18/2024,156.6079,159.1406,163.8183,156.5218
09/17/2024,158.4814,158.6438,160.2792,157.758
09/16/2024,159.6604,160.4626,161.0737,158.5779
09/13/2024,160.3876,158.7946,161.0858,158.7566
09/12/2024,156.6854,150.6575,157.5508,150.6237
09/11/2024,148.701,146.4278,148.8188,145.2245
09/10/2024,147.3206,145.5502,147.3823,144.2049
09/09/2024,145.3653,144.3852,145.9971,144.3852
09/06/2024,143.7648,147.5244,148.1281,143.3844
09/05/2024,147.8285,149.0275,149.9625,147.6639
09/04/2024,146.5678,146.6465,148.3471,145.8859
09/03/2024,147.466,152.0812,152.1335,146.4342
08/30/2024,153.9078,154.281,154.9996,152.7409
08/29/2024,154.883,154.0235,155.8214,153.9813
08/28/2024,153.1156,154.6978,154.7138,151.9507
08/27/2024,156.8719,155.6215,156.9258,154.9081
08/26/2024,157.2413,158.5252,158.6709,156.7599
08/23/2024,157.2705,156.4523,158.0831,155.4465
08/22/2024,155.2559,156.5475,156.6962,154.1983
08/21/2024,158.9294,157.7947,159.3477,156.5183
08/20/2024,157.9884,158.8396,159.9901,157.0654
08/19/2024,156.7049,153.1233,156.9519,153.0744
08/16/2024,153.5291,151.2718,153.6871,150.8002
08/15/2024,149.8121,149.1417,150.5259,147.1173
08/14/2024,148.4823,148.4454,148.7245,146.4026
08/13/2024,149.133,146.5824,149.7788,146.5284
08/12/2024,146.8972,143.1052,147.7355,143.0923
08/09/2024,142.2059,141.8901,142.2681,139.6736
08/08/2024,140.9874,138.733,142.1464,138.0863
08/07/2024,137.9177,143.9932,144.0151,137.5326
08/06/2024,142.182,139.6547,143.5571,139.1521
08/05/2024,140.3931,138.9207,141.2454,134.344
08/02/2024,145.5083,151.1689,152.0014,144.3367
08/01/2024,149.4045,152.1702,153.6201,147.6538
07/31/2024,152.3304,151.8377,153.1154,150.6192
07/30/2024,148.4753,148.2886,148.9946,146.6904
07/29/2024,147.8174,147.3487,147.9903,145.4274
07/26/2024,146.7755,147.6809,148.1257,146.3438
07/25/2024,145.7499,146.1012,147.1116,144.2902
07/24/2024,149.3664,151.9609,153.7729,149.2845
07/23/2024,150.7148,150.1967,150.9215,149.0757
07/22/2024,150.3158,149.3158,150.7039,148.2352
07/19/2024,149.8947,148.7432,150.9198,147.7382
07/18/2024,151.6758,155.0698,155.0704,150.697
07/17/2024,154.6773,157.7879,158.4612,154.6335
07/16/2024,157.7015,154.1359,157.7337,153.1391
07/15/2024,152.8167,153.4702,154.6866,151.4176
07/12/2024,153.7328,152.2655,154.1512,151.764
07/11/2024,153.2017,152.5192,153.5058,149.3584
07/10/2024,149.3229,147.0293,149.6439,146.9986
07/09/2024,145.3155,145.681,146.3652,144.5753
07/08/2024,145.5907,144.283,145.6623,143.2174
07/05/2024,145.7074,143.8836,146.7137,143.8303
07/03/2024,142.1137,139.1576,143.0275,139.1576
07/02/2024,137.1683,136.3783,138.1081,135.5542
07/01/2024,136.2031,137.8467,138.8792,136.2031
06/28/2024,137.3693,139.13,139.6669,136.458
06/27/2024,138.0412,138.5097,139.1133,137.9122
06/26/2024,137.0368,135.678,137.3902,135.3213
06/25/2024,136.6807,137.4505,137.5199,136.5896
06/24/2024,138.2089,138.6851,139.6776,137.8894
06/21/2024,137.6626,138.9,138.9054,136.4441
06/20/2024,139.1653,137.201,139.8557,136.8016
06/18/2024,135.6973,133.9351,136.3822,133.4059
06/17/2024,133.9336,134.3079,134.6369,132.5114
06/14/2024,135.0053,135.0739,135.31,133.3495
06/13/2024,134.1092,137.0228,137.7119,133.6206
06/12/2024,137.6663,139.7915,140.7939,137.0983
06/11/2024,136.714,136.8552,136.8905,135.1388
06/10/2024,138.1761,136.6754,138.1871,135.5716
06/07/2024,136.1956,140.7346,141.1632,135.8412
06/06/2024,145.3785,141.1645,145.4567,140.9421
06/05/2024,140.8302,139.2782,141.0528,138.2573
06/04/2024,138.6537,142.5612,142.6822,137.7484
06/03/2024,145.0652,145.3829,145.723,144.0974
05/31/2024,145.1583,146.7533,147.422,143.5931
05/30/2024,145.9187,144.3359,146.9448,144.3359
05/29/2024,144.2858,145.9592,146.5871,144.1561
05/28/2024,147.3733,146.4639,147.7662,145.6419
05/24/2024,143.4659,143.1712,144.504,143.1022
05/23/2024,141.8435,144.2056,144.866,141.4505
05/22/2024,144.6997,148.9377,148.9537,144.0232
05/21/2024,150.499,150.2752,151.2349,149.4333
05/20/2024,151.3582,150.1593,152.0181,148.2982
05/17/2024,149.2254,146.4869,149.2743,145.6024
05/16/2024,143.8152,143.7784,144.7745,142.7285
05/15/2024,144.6737,144.5779,145.3493,141.6261
05/14/2024,143.0975,141.9166,143.1771,141.3545
05/13/2024,141.0421,141.706,143.1772,140.2088
05/10/2024,142.237,144.0817,144.4716,142.1786
05/09/2024,142.1687,139.1682,142.5332,139.1682
05/08/2024,137.6986,136.4699,138.7579,136.3836
05/07/2024,137.7494,136.9684,138.1559,136.9305
05/06/2024,137.6656,137.581,138.5444,137.1901
05/03/2024,134.5566,135.1834,135.8817,133.4329
05/02/2024,134.2999,133.2583,135.1518,132.4004
05/01/2024,134.2447,134.7473,137.7567,133.3176
04/30/2024,133.4474,136.2881,136.9339,133.3845
04/29/2024,139.7789,139.2677,140.3247,136.9476
04/26/2024,138.6752,139.1297,139.5139,137.3633
04/25/2024,137.22,132.6092,138.0025,132.0133
04/24/2024,133.0532,132.3727,133.1674,131.788
04/23/2024,132.8568,129.6705,133.208,129.6705
04/22/2024,131.0103,132.6216,133.1639,130.083
04/19/2024,136.0103,135.0568,136.7201,134.8813
04/18/2024,135.2866,136.1491,136.6554,134.3593
04/17/2024,134.7263,134.176,136.4545,133.1214
04/16/2024,132.945,132.6142,133.7652,130.5978
04/15/2024,134.7145,137.0162,137.2273,133.6102
04/12/2024,136.1106,141.2454,143.838,135.1643
04/11/2024,138.6908,138.1941,138.8839,135.5823
04/10/2024,136.7924,135.5348,138.0982,134.462
04/09/2024,138.6206,138.1261,140.1528,137.4058
04/08/2024,135.6542,137.871,138.4269,134.5684
04/05/2024,136.3455,132.2255,136.756,132.2052
04/04/2024,132.6358,133.8544,134.6163,132.3771
04/03/2024,134.3296,130.507,134.5469,130.507
04/02/2024,130.5791,129.5721,130.778,129.0085
04/01/2024,128.8041,129.5953,130.3535,127.7639
03/28/2024,127.0014,124.8415,127.2531,124.4468
03/27/2024,123.7289,119.8313,123.7459,119.8313
03/26/2024,119.4572,121.6844,121.7881,119.4296
03/25/2024,120.0281,120.3268,122.2267,119.909
03/22/2024,119.2108,119.8871,121.0135,119.1937
03/21/2024,120.8515,122.8295,124.0206,120.8019
03/20/2024,121.3242,116.5127,122.4136,116.5127
03/19/2024,116.8269,118.1995,118.3194,116.7111
03/18/2024,119.3566,119.6816,120.3166,119.194
03/15/2024,120.5047,119.4122,120.9359,119.1225
03/14/2024,119.6864,119.8159,120.4616,118.9431
03/13/2024,121.3526,118.5649,121.9902,118.5649
03/12/2024,118.0789,117.5563,118.238,116.5134
03/11/2024,119.989,117.1715,120.526,117.1715
03/08/2024,117.3557,118.253,118.5638,116.8371
03/07/2024,117.523,116.3558,117.5527,116.1596
03/06/2024,115.2761,113.9549,116.5738,113.9549
03/05/2024,113.0061,114.1265,114.8624,112.7423
03/04/2024,112.9877,109.9913,113.0237,109.7986
03/01/2024,108.6492,105.9503,109.0357,104.9438
02/29/2024,105.372,104.9533,106.361,104.8287
02/28/2024,102.9405,103.7516,103.7991,102.6021
02/27/2024,104.3898,105.6592,105.8838,104.3898
02/26/2024,105.1938,105.2572,105.2686,104.239
02/23/2024,106.7229,104.8367,106.9234,103.9159
02/22/2024,104.8473,106.5367,106.618,104.7356
02/21/2024,107.043,107.1437,107.1444,105.7607
02/20/2024,107.8375,108.3966,108.8686,107.1926
02/16/2024,107.8594,107.4106,108.9401,106.8919
02/15/2024,107.4949,105.5397,108.4971,105.5397
02/14/2024,104.2731,103.8202,104.2991,102.8552
02/13/2024,103.7045,107.6499,107.6556,102.8516
02/12/2024,110.5455,109.2897,111.045,109.2133
02/09/2024,109.3202,110.1144,110.1144,108.6738
02/08/2024,110.5123,111.0135,111.2168,110.2712
02/07/2024,111.6996,112.4837,112.8675,111.4585
02/06/2024,112.8952,111.7985,113.2057,111.6658
02/05/2024,111.4853,112.2029,112.5816,110.6464
02/02/2024,114.063,115.0105,115.1631,112.4969
02/01/2024,117.5389,114.5715,117.718,114.525
01/31/2024,113.5418,114.4775,116.2593,113.3219
01/30/2024,114.1887,115.1416,115.727,113.5128
01/29/2024,115.1416,114.4246,115.3547,113.0824
01/26/2024,113.741,114.4739,115.1897,113.5783
01/25/2024,114.1637,113.8626,114.6392,113.1933
01/24/2024,112.7004,116.908,117.2254,112.6597
01/23/2024,115.1759,113.6692,115.3435,113.5275
01/22/2024,112.6979,111.6423,113.2492,111.2261
01/19/2024,112.9372,112.9417,113.0175,111.4314
01/18/2024,112.6543,112.9834,113.0465,112.0491
01/17/2024,112.7757,113.9658,113.9658,112.2167
01/16/2024,115.9031,118.8305,118.8724,115.7742
01/12/2024,120.6427,120.3148,122.7228,120.0783
01/11/2024,117.4414,118.6851,119.1221,116.2039
01/10/2024,118.5516,118.661,119.0221,117.4616
01/09/2024,118.6564,120.2029,120.2913,118.2419
01/08/2024,120.5398,118.4427,120.9455,118.3703
01/05/2024,120.2964,120.1857,122.6065,119.5507
01/04/2024,120.6114,119.9755,121.0013,118.8864
01/03/2024,120.3193,121.1185,121.1642,119.4515
01/02/2024,123.5865,125.2807,126.3035,123.2774
12/29/2023,125.6949,125.4695,126.2247,124.3704
12/28/2023,126.5371,128.9505,129.4187,126.4848
12/27/2023,129.5807,129.0123,130.3927,128.8893
12/26/2023,128.3038,128.4887,128.9701,127.5224
12/22/2023,127.9384,129.0411,130.916,127.8087
12/21/2023,126.9481,126.45,127.5919,126.3106
12/20/2023,124.9015,127.8255,127.9618,124.851
12/19/2023,127.7519,124.8559,128.6081,124.5159
12/18/2023,124.193,124.4367,124.7844,123.2232
12/15/2023,123.7632,123.8912,124.8498,122.881
12/14/2023,124.2549,123.2416,126.4003,123.1006
12/13/2023,121.0491,113.6623,121.1082,113.4382
12/12/2023,113.9294,116.9779,117.0207,113.6261
12/11/2023,117.0533,116.3461,117.1844,115.19
12/08/2023,118.0913,117.5053,119.4643,116.9036
12/07/2023,119.5148,120.2471,120.3775,118.5723
12/06/2023,120.0032,121.1281,121.9503,119.9484
12/05/2023,120.0778,121.8797,121.9056,119.1923
12/04/2023,122.4502,123.2191,123.7718,121.55
12/01/2023,125.7954,123.13,125.9395,122.8237
11/30/2023,123.35,122.3593,123.4302,121.63
11/29/2023,123.047,122.9762,123.5039,122.1978
11/28/2023,123.398,119.9477,123.4305,119.4002
11/27/2023,118.5702,118.134,119.051,117.1639
11/24/2023,116.666,116.0243,117.5158,116.0243
11/22/2023,116.0162,116.0378,116.3409,115.0339
11/21/2023,115.4847,114.7793,117.2604,114.7752
11/20/2023,113.0849,111.8213,113.2008,111.316
11/17/2023,112.9161,114.0142,114.4261,112.6166
11/16/2023,113.3548,112.0234,115.1344,112.0234
11/15/2023,111.5783,112.1666,112.606,110.9605
11/14/2023,112.123,109.05,112.7346,108.6196
11/13/2023,106.7207,107.537,108.3945,106.6965
11/10/2023,107.8898,108.4543,108.5213,106.946
11/09/2023,108.8923,109.0306,111.4768,108.0479
11/08/2023,109.1608,111.5091,112.0239,108.6509
11/07/2023,112.3323,113.4915,113.7077,110.37
11/06/2023,115.0481,115.8665,116.4045,114.9601
11/03/2023,116.2481,112.9168,117.3528,112.908
11/02/2023,111.5427,111.5922,112.0267,110.1925
11/01/2023,110.6942,111.704,111.7705,109.0799
10/31/2023,111.2504,113.054,113.9756,110.3337
10/30/2023,113.7032,115.2847,115.6091,113.1779
10/27/2023,115.0735,113.5176,115.1391,111.7143
10/26/2023,112.8933,113.9931,114.2438,111.2465
10/25/2023,113.8262,115.0534,116.7453,113.8262
10/24/2023,115.7182,114.3582,116.0423,114.3409
10/23/2023,115.593,115.5831,116.7575,112.9003
10/20/2023,116.3305,116.9921,118.9585,116.2802
10/19/2023,116.4786,116.3092,116.8789,114.8878
10/18/2023,116.5791,118.5336,119.3207,116.1962
10/17/2023,117.2196,114.6331,117.2393,114.356
10/16/2023,114.7301,113.9958,115.4954,113.5108
10/13/2023,114.3455,112.6142,114.97,112.4732
10/12/2023,109.593,112.0427,112.3297,108.9775
10/11/2023,112.075,111.5349,112.1027,110.4958
10/10/2023,109.8483,109.4676,110.1463,108.8212
10/09/2023,108.938,108.6702,109.3183,108.1838
10/06/2023,106.6562,104.7135,107.3863,104.2709
10/05/2023,104.3724,103.0496,104.3724,102.7731
10/04/2023,103.3142,104.1241,104.3081,102.4355
10/03/2023,104.2188,102.9798,104.8167,102.3931
10/02/2023,103.5299,105.8617,105.8617,102.9861
09/29/2023,107.4776,109.5928,109.9293,106.4979
09/28/2023,107.8573,107.1593,107.9135,106.3816
09/27/2023,107.1889,109.3834,109.4897,106.1203
09/26/2023,110.0503,112.5647,112.5665,110.0312
09/25/2023,113.4079,113.6039,114.0059,112.2754
09/22/2023,114.5751,116.2769,116.9539,114.5223
09/21/2023,115.0942,115.4733,116.3324,114.666
09/20/2023,118.0547,117.3171,119.6512,117.2577
09/19/2023,116.9369,119.1734,119.1922,116.6789
09/18/2023,118.9308,118.7974,119.3618,117.6781
09/15/2023,118.6749,117.4633,119.3442,117.4633
09/14/2023,116.3841,114.9139,117.2705,114.8868
09/13/2023,114.6826,115.1034,115.6904,114.3368
09/12/2023,114.9998,114.0084,116.0618,114.0084
09/11/2023,114.8794,114.445,115.7543,114.3761
09/08/2023,113.1553,113.2501,115.0291,113.0891
09/07/2023,113.2008,113.594,113.594,112.793
09/06/2023,114.0513,113.675,115.0934,113.3166
09/05/2023,114.4034,116.1266,116.9882,114.1224
09/01/2023,117.3788,119.3967,120.272,117.3528
08/31/2023,117.8599,119.0064,119.191,117.2169
08/30/2023,119.1904,120.1745,120.8662,118.6714
08/29/2023,119.1939,116.8577,119.2307,116.3385
08/28/2023,117.1502,114.7556,117.523,114.7052
08/25/2023,114.404,115.6216,116.1628,113.1494
08/24/2023,115.6168,115.5897,116.8989,114.4481
08/23/2023,116.3391,113.7976,116.9347,113.7277
08/22/2023,112.8076,112.371,112.8609,111.2689
08/21/2023,111.973,111.715,112.2445,110.6008
08/18/2023,111.6751,111.8496,111.9229,110.9401
08/17/2023,112.3621,113.3741,113.7816,111.9415
08/16/2023,112.9211,113.9789,114.3192,112.7866
08/15/2023,114.4025,117.0126,117.2049,114.0922
08/14/2023,117.6005,117.9095,118.1506,116.3727
08/11/2023,119.2766,117.5636,119.3081,117.3423
08/10/2023,118.079,118.9159,119.6137,117.3801
08/09/2023,117.8928,118.6497,118.9518,117.3853
08/08/2023,118.4018,117.2038,118.617,116.1149
08/07/2023,118.7465,119.3304,119.5159,117.9381
08/04/2023,119.6257,119.2934,120.7677,119.0795
08/03/2023,118.4485,118.5212,119.7572,117.9538
08/02/2023,119.067,121.8999,121.9535,118.6166
08/01/2023,122.5591,123.7444,124.4263,122.4772
07/31/2023,127.0613,124.8543,128.0003,124.8043
07/28/2023,124.2727,124.0086,124.5771,123.1907
07/27/2023,122.8154,126.9535,126.9832,122.8035
07/26/2023,127.6431,127.8593,128.1314,126.4543
07/25/2023,128.1786,126.648,128.6484,126.6222
07/24/2023,126.3072,126.3322,126.9268,125.0827
07/21/2023,126.4795,126.0719,126.9028,125.8902
07/20/2023,126.7096,129.4637,129.759,126.6658
07/19/2023,129.7392,129.5814,130.0503,129.0541
07/18/2023,129.6497,128.4651,130.7697,127.9144
07/17/2023,127.2627,126.4237,127.591,125.2796
07/14/2023,127.1454,128.0926,128.8834,127.1454
07/13/2023,128.0804,127.9473,128.5223,127.5629
07/12/2023,126.9775,122.5937,127.3507,122.5833
07/11/2023,120.6258,120.3178,121.2567,119.8328
07/10/2023,119.6397,116.5364,119.8649,116.4018
07/07/2023,117.1054,116.4601,118.3362,116.3554
07/06/2023,115.6824,117.6887,117.7682,115.0264
07/05/2023,118.5972,121.7662,121.7662,118.5625
07/03/2023,121.9657,120.5949,122.4029,120.5278
06/30/2023,120.0301,118.3705,120.0617,117.896
06/29/2023,118.0029,115.4595,118.0675,115.2417
06/28/2023,116.6226,117.5591,117.914,116.246
06/27/2023,118.3731,119.674,120.0726,117.2582
06/26/2023,119.4632,118.9266,120.3957,118.1262
06/23/2023,118.3061,119.5022,120.3742,117.9939
06/22/2023,118.9492,117.9846,119.0089,117.6343
06/21/2023,119.2668,118.9536,119.8055,117.6584
06/20/2023,119.6285,122.2291,122.3019,119.5143
06/16/2023,124.2542,123.4797,125.4615,122.7282
06/15/2023,123.1558,122.8789,123.4062,121.7019
06/14/2023,123.2997,125.0964,125.4697,122.3009
06/13/2023,123.5954,124.8306,126.0805,123.2511
06/12/2023,123.9029,123.2478,124.076,122.3337
06/09/2023,123.8915,125.0747,125.277,123.6802
06/08/2023,125.4908,125.4945,126.7812,124.9918
06/07/2023,124.0441,126.1597,128.2424,123.6289
06/06/2023,125.7369,125.1932,125.7715,124.3197
06/05/2023,125.309,124.7567,125.9709,124.3429
06/02/2023,125.3447,127.14,127.7893,124.4234
06/01/2023,126.3964,123.025,127.5428,123.025
05/31/2023,122.3883,120.4267,123.4052,120.3989
05/30/2023,120.5218,122.0826,122.1149,119.9524
05/26/2023,121.7072,122.637,123.0134,120.9005
05/25/2023,121.1156,122.2449,122.4905,120.7549
05/24/2023,123.6435,126.8177,126.8177,123.3345
05/23/2023,126.8713,126.3483,127.481,125.767
05/22/2023,127.4936,127.6485,128.437,127.4755
05/19/2023,127.842,127.7436,129.4408,126.612
05/18/2023,127.2965,128.0862,128.1346,125.6614
05/17/2023,130.258,130.5338,130.9032,129.1725
05/16/2023,131.1305,133.5929,134.3596,130.5196
05/15/2023,134.6755,134.1131,135.4193,133.8902
05/12/2023,133.5172,132.8409,134.1722,132.489
05/11/2023,133.458,136.8783,137.6157,133.3963
05/10/2023,138.9054,140.282,140.3817,137.1377
05/09/2023,140.0631,139.714,140.8313,139.3266
05/08/2023,140.1503,141.2365,142.0542,139.5847
05/05/2023,140.5926,138.3555,141.321,137.2101
05/04/2023,141.1126,139.3914,143.1644,139.3827
05/03/2023,137.8427,137.4111,139.1165,136.9797
05/02/2023,137.5763,133.123,137.613,132.4243
05/01/2023,133.3476,135.6737,136.7819,133.3179
04/28/2023,133.9814,134.4876,135.0865,133.2623
04/27/2023,134.5997,132.0266,134.604,131.9508
04/26/2023,133.0704,135.6612,135.8063,132.735
04/25/2023,134.4394,134.3049,134.763,132.3467
04/24/2023,134.9667,134.1654,135.2166,133.1865
04/21/2023,134.2128,134.7911,135.5244,132.7791
04/20/2023,135.9416,136.8447,137.8637,135.7082
04/19/2023,136.093,136.7282,137.525,135.7977
04/18/2023,138.9202,138.8073,141.2275,138.3459
04/17/2023,138.2645,140.3664,140.4529,137.5652
04/14/2023,141.5376,142.1436,143.0419,138.7933
04/13/2023,144.3657,142.8739,145.1455,142.755
04/12/2023,140.2985,141.006,141.3582,138.8104
04/11/2023,139.0444,138.4842,140.7581,138.261
04/10/2023,137.3594,136.8692,137.4795,136.049
04/06/2023,138.6854,137.1096,138.7092,135.9698
04/05/2023,138.2031,139.4034,139.8228,136.3888
04/04/2023,138.0262,133.7149,138.4517,133.0173
04/03/2023,133.7249,131.5863,134.5957,131.0125
03/31/2023,131.4418,131.8531,132.6041,130.3272
03/30/2023,132.0109,131.2486,132.1283,130.5436
03/29/2023,129.9984,129.3805,131.313,129.1578
03/28/2023,130.3041,127.8022,130.3744,126.8924
03/27/2023,127.2922,124.549,127.315,124.2168
03/24/2023,127.0296,126.4622,127.8243,124.9764
03/23/2023,125.5922,124.4091,127.1522,123.8908
03/22/2023,123.2553,121.8691,125.5584,121.483
03/21/2023,121.5023,123.7906,123.8004,120.2503
03/20/2023,125.6664,125.3351,126.0426,124.5057
03/17/2023,123.8636,119.4306,125.1389,119.0565
03/16/2023,118.1575,118.4593,118.4851,115.6122
03/15/2023,118.5582,120.3786,120.6899,117.2397
03/14/2023,119.1067,117.708,119.6144,117.2685
03/13/2023,117.9444,114.2123,118.9532,114.2123
03/10/2023,111.5901,112.2907,114.8354,111.3416
03/09/2023,110.5276,112.0145,113.1846,110.0935
03/08/2023,111.248,112.0099,113.4237,110.5977
03/07/2023,111.6943,115.3779,115.5222,111.1258
03/06/2023,116.7899,118.1192,118.517,116.2182
03/03/2023,118.9045,118.0793,118.9482,117.0956
03/02/2023,116.9527,115.9947,116.958,115.5266
03/01/2023,116.9363,115.4474,117.5302,115.1508
02/28/2023,113.7244,112.5677,114.7966,111.8569
02/27/2023,112.7478,112.3039,113.3734,112.0358
02/24/2023,111.8367,111.1726,111.8367,110.3597
02/23/2023,112.8746,113.9372,114.4501,112.1333
02/22/2023,114.1421,115.5785,115.5817,113.3325
02/21/2023,116.3632,117.107,118.0601,115.7157
02/17/2023,117.642,117.3122,117.8551,115.408
02/16/2023,119.2935,118.2269,120.2925,116.7536
02/15/2023,119.3113,120.2875,120.2875,118.0322
02/14/2023,122.8335,121.5485,123.4819,120.5726
02/13/2023,122.6073,122.5635,123.3515,121.4745
02/10/2023,123.4366,123.954,124.3955,122.3524
02/09/2023,124.1311,128.1082,128.6398,123.6396
02/08/2023,126.6637,127.9025,128.1238,126.2745
02/07/2023,127.6624,126.579,128.9617,125.7425
02/06/2023,126.204,126.5638,126.6845,125.2255
02/03/2023,127.6037,129.1497,130.5055,127.0998
02/02/2023,132.5895,136.6612,137.0014,131.3293
02/01/2023,136.1006,132.9796,137.1582,131.9781
01/31/2023,133.5136,131.9231,133.61,131.6559
01/30/2023,132.8577,134.1731,134.8871,132.8577
01/27/2023,134.7912,135.6475,136.162,134.1204
01/26/2023,136.8872,138.7555,138.8742,135.4561
01/25/2023,139.1578,135.5108,139.3689,135.5024
01/24/2023,136.5497,135.4844,136.8673,133.3766
01/23/2023,135.4977,134.2281,135.5717,132.8181
01/20/2023,135.6664,132.7912,135.7205,131.8412
01/19/2023,133.5883,131.3968,134.3267,130.7094
01/18/2023,131.1598,134.2139,135.1908,131.1598
01/17/2023,132.2486,135.2696,135.4627,131.7452
01/13/2023,136.6999,135.3396,137.1938,135.1007
01/12/2023,135.1004,135.1327,135.8142,132.8778
01/11/2023,133.0755,134.6995,134.8834,131.8137
01/10/2023,133.9512,132.0257,134.1108,131.0383
01/09/2023,131.3287,133.3788,133.9091,131.2182
01/06/2023,132.0412,130.9032,132.9813,129.1714
