Date,Close/Last,High,Low,Open,Volume
06/02/2025,2856.0,2871.699951171875,2836.300048828125,2865.199951171875,3116
05/02/2025,2871.60009765625,2880.5,2848.0,2850.0,4519
04/02/2025,2853.300048828125,2853.300048828125,2816.10009765625,2827.60009765625,2187
03/02/2025,2833.89990234375,2848.39990234375,2780.89990234375,2818.199951171875,2649
31/01/2025,2812.5,2838.0,2804.0,2829.0,3443
30/01/2025,2823.0,2829.5,2770.0,2772.5,40141
29/01/2025,2769.10009765625,2769.10009765625,2769.10009765625,2769.10009765625,125692
28/01/2025,2766.800048828125,2766.800048828125,2738.0,2738.0,2307
27/01/2025,2737.5,2762.199951171875,2737.5,2761.10009765625,984
24/01/2025,2777.300048828125,2792.0,2759.800048828125,2759.800048828125,1593
23/01/2025,2763.10009765625,2765.0,2745.39990234375,2760.0,2201
22/01/2025,2767.60009765625,2768.800048828125,2753.5,2754.5,2079
21/01/2025,2755.0,2755.0,2724.800048828125,2746.0,1439
20/01/2025,2730.300048828125,2746.89990234375,2724.800048828125,2746.0,1214
17/01/2025,2744.300048828125,2751.60009765625,2725.5,2736.0,1214
16/01/2025,2746.39990234375,2749.800048828125,2731.699951171875,2731.699951171875,1721
15/01/2025,2712.5,2712.5,2690.800048828125,2690.800048828125,930
14/01/2025,2677.5,2688.300048828125,2670.800048828125,2673.60009765625,794
13/01/2025,2673.5,2711.199951171875,2673.5,2711.10009765625,765
10/01/2025,2708.5,2720.10009765625,2683.699951171875,2686.10009765625,403
09/01/2025,2683.800048828125,2686.300048828125,2667.89990234375,2669.699951171875,1139
08/01/2025,2664.5,2676.89990234375,2653.5,2655.5,999
07/01/2025,2656.699951171875,2657.5,2653.0,2653.39990234375,643
06/01/2025,2638.39990234375,2647.0,2617.300048828125,2645.5,960
03/01/2025,2645.0,2658.699951171875,2641.800048828125,2658.699951171875,591
02/01/2025,2658.89990234375,2663.10009765625,2633.0,2633.0,1728
31/12/2024,2629.199951171875,2629.199951171875,2604.89990234375,2608.39990234375,401
30/12/2024,2606.10009765625,2626.89990234375,2597.0,2620.699951171875,794
27/12/2024,2617.199951171875,2617.699951171875,2616.39990234375,2617.699951171875,642
26/12/2024,2638.800048828125,2638.800048828125,2627.89990234375,2628.5,84
24/12/2024,2620.0,2620.0,2609.5,2613.0,35
23/12/2024,2612.300048828125,2627.699951171875,2611.10009765625,2620.0,451
20/12/2024,2628.699951171875,2631.60009765625,2604.89990234375,2605.300048828125,592
19/12/2024,2592.199951171875,2610.300048828125,2582.10009765625,2582.10009765625,238
18/12/2024,2636.5,2647.10009765625,2590.199951171875,2644.300048828125,566
17/12/2024,2644.39990234375,2652.300048828125,2632.5,2651.800048828125,705
16/12/2024,2651.39990234375,2663.300048828125,2651.0,2658.300048828125,877
13/12/2024,2656.0,2689.300048828125,2647.89990234375,2688.199951171875,1125
12/12/2024,2687.5,2725.10009765625,2677.39990234375,2725.10009765625,2365
11/12/2024,2733.800048828125,2733.800048828125,2693.10009765625,2701.800048828125,3387
10/12/2024,2697.60009765625,2698.199951171875,2661.0,2662.300048828125,437
09/12/2024,2664.89990234375,2677.10009765625,2630.800048828125,2632.10009765625,935
06/12/2024,2638.60009765625,2643.10009765625,2617.5,2620.199951171875,571
05/12/2024,2626.60009765625,2655.0,2625.699951171875,2652.39990234375,573
04/12/2024,2653.800048828125,2658.300048828125,2637.0,2639.199951171875,249
03/12/2024,2644.699951171875,2654.699951171875,2636.0,2639.0,1062
02/12/2024,2634.89990234375,2649.800048828125,2621.699951171875,2649.0,695
29/11/2024,2657.0,2664.300048828125,2620.699951171875,2636.39990234375,3861
27/11/2024,2639.89990234375,2657.89990234375,2627.199951171875,2633.5,61653
26/11/2024,2620.300048828125,2625.60009765625,2620.300048828125,2625.60009765625,177858
25/11/2024,2616.800048828125,2689.39990234375,2616.800048828125,2689.39990234375,94
22/11/2024,2709.89990234375,2710.5,2685.60009765625,2687.5,41
21/11/2024,2672.10009765625,2672.10009765625,2655.699951171875,2659.300048828125,33
20/11/2024,2648.199951171875,2648.199951171875,2638.5,2638.5,27
19/11/2024,2627.10009765625,2627.699951171875,2619.300048828125,2621.89990234375,87
18/11/2024,2610.60009765625,2610.699951171875,2589.39990234375,2591.699951171875,136
15/11/2024,2565.699951171875,2565.699951171875,2565.699951171875,2565.699951171875,20
14/11/2024,2568.199951171875,2576.199951171875,2554.199951171875,2555.10009765625,27
13/11/2024,2580.800048828125,2611.800048828125,2580.800048828125,2611.10009765625,53
12/11/2024,2600.0,2605.5,2592.800048828125,2605.5,118
11/11/2024,2611.199951171875,2671.699951171875,2611.199951171875,2671.699951171875,20
08/11/2024,2687.5,2694.60009765625,2682.89990234375,2688.5,1038
07/11/2024,2698.39990234375,2699.10009765625,2662.5,2662.5,676
06/11/2024,2667.60009765625,2734.5,2659.39990234375,2734.5,427
05/11/2024,2740.300048828125,2743.89990234375,2740.300048828125,2743.0,23
04/11/2024,2736.10009765625,2737.10009765625,2736.10009765625,2736.5,16
01/11/2024,2738.60009765625,2756.0,2734.199951171875,2745.5,109
31/10/2024,2738.300048828125,2787.5,2733.5,2787.39990234375,849
30/10/2024,2788.5,2789.0,2774.60009765625,2774.60009765625,231
29/10/2024,2768.39990234375,2768.39990234375,2768.39990234375,2768.39990234375,848
28/10/2024,2742.89990234375,2742.89990234375,2729.5,2736.10009765625,56
25/10/2024,2740.89990234375,2742.39990234375,2725.5,2725.5,29
24/10/2024,2734.89990234375,2736.10009765625,2729.0,2729.0,27
23/10/2024,2714.39990234375,2742.5,2714.199951171875,2742.5,18
22/10/2024,2744.199951171875,2746.0,2728.60009765625,2731.699951171875,93
21/10/2024,2723.10009765625,2738.39990234375,2719.5,2721.89990234375,52
18/10/2024,2713.699951171875,2719.60009765625,2713.699951171875,2713.699951171875,29
17/10/2024,2691.0,2691.699951171875,2677.199951171875,2677.39990234375,30
16/10/2024,2674.0,2674.0,2674.0,2674.0,6
15/10/2024,2661.39990234375,2661.39990234375,2661.39990234375,2661.39990234375,39
14/10/2024,2647.800048828125,2655.300048828125,2647.800048828125,2655.0,40
11/10/2024,2657.60009765625,2658.10009765625,2638.199951171875,2638.300048828125,12
10/10/2024,2620.60009765625,2628.300048828125,2602.5,2602.5,320
09/10/2024,2606.0,2607.699951171875,2603.0,2603.0,152
08/10/2024,2615.0,2639.0,2609.300048828125,2639.0,687
07/10/2024,2644.800048828125,2657.39990234375,2639.0,2648.699951171875,284
04/10/2024,2645.800048828125,2667.0,2639.0,2656.0,114
03/10/2024,2657.10009765625,2657.10009765625,2640.0,2642.800048828125,354
02/10/2024,2647.10009765625,2657.199951171875,2640.0,2650.60009765625,72
01/10/2024,2667.300048828125,2670.89990234375,2631.39990234375,2631.39990234375,153
30/09/2024,2636.10009765625,2662.10009765625,2623.199951171875,2660.89990234375,973
27/09/2024,2644.300048828125,2672.10009765625,2641.699951171875,2670.0,4228
26/09/2024,2669.89990234375,2669.89990234375,2660.800048828125,2662.300048828125,17216
25/09/2024,2659.199951171875,2664.199951171875,2649.300048828125,2656.300048828125,175
24/09/2024,2651.199951171875,2662.300048828125,2625.5,2636.800048828125,35
23/09/2024,2626.5,2626.5,2626.5,2626.5,9
20/09/2024,2619.89990234375,2621.800048828125,2590.39990234375,2590.39990234375,17
19/09/2024,2588.0,2588.0,2566.0,2566.0,99
18/09/2024,2570.699951171875,2570.699951171875,2549.199951171875,2570.699951171875,25
17/09/2024,2564.300048828125,2581.800048828125,2564.300048828125,2581.199951171875,22
16/09/2024,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,28
13/09/2024,2581.300048828125,2581.800048828125,2565.0,2568.800048828125,31
12/09/2024,2551.199951171875,2557.0,2523.39990234375,2529.10009765625,132
11/09/2024,2512.10009765625,2525.800048828125,2502.300048828125,2525.800048828125,90
10/09/2024,2512.300048828125,2512.300048828125,2512.300048828125,2512.300048828125,5
09/09/2024,2501.800048828125,2504.699951171875,2491.300048828125,2491.300048828125,96
06/09/2024,2493.5,2517.89990234375,2483.699951171875,2510.300048828125,96
05/09/2024,2511.39990234375,2513.300048828125,2493.39990234375,2493.699951171875,54
04/09/2024,2493.39990234375,2493.39990234375,2483.5,2490.89990234375,470
03/09/2024,2489.89990234375,2501.800048828125,2476.300048828125,2501.60009765625,206
30/08/2024,2493.800048828125,2525.39990234375,2493.800048828125,2519.5,208
29/08/2024,2525.699951171875,2525.699951171875,2503.89990234375,2504.10009765625,3966
28/08/2024,2501.0,2501.0,2501.0,2501.0,2353
27/08/2024,2516.0,2523.10009765625,2506.89990234375,2515.199951171875,100
26/08/2024,2517.699951171875,2523.10009765625,2509.10009765625,2509.89990234375,290
23/08/2024,2508.39990234375,2508.39990234375,2486.5,2486.5,94
22/08/2024,2478.89990234375,2504.10009765625,2471.10009765625,2504.10009765625,210
21/08/2024,2508.39990234375,2515.39990234375,2503.89990234375,2511.0,96
20/08/2024,2511.300048828125,2527.300048828125,2500.699951171875,2503.5,187
19/08/2024,2501.800048828125,2508.5,2487.199951171875,2508.5,88
16/08/2024,2498.60009765625,2508.0,2451.39990234375,2453.5,197
15/08/2024,2453.10009765625,2467.699951171875,2431.199951171875,2451.800048828125,285
14/08/2024,2439.39990234375,2472.10009765625,2439.39990234375,2468.0,274
13/08/2024,2466.699951171875,2470.0,2456.5,2461.0,510
12/08/2024,2462.39990234375,2469.800048828125,2432.0,2432.699951171875,566
09/08/2024,2432.10009765625,2432.10009765625,2418.5,2422.300048828125,611
08/08/2024,2422.199951171875,2422.800048828125,2384.300048828125,2384.300048828125,201
07/08/2024,2390.5,2401.0,2384.5,2392.199951171875,130
06/08/2024,2389.10009765625,2421.800048828125,2380.0,2414.5,163
05/08/2024,2401.699951171875,2449.800048828125,2367.39990234375,2442.0,334
02/08/2024,2425.699951171875,2477.0,2416.0,2444.0,550
01/08/2024,2435.0,2455.10009765625,2430.39990234375,2446.699951171875,690
31/07/2024,2426.5,2447.60009765625,2402.800048828125,2407.10009765625,1313
30/07/2024,2405.0,2409.300048828125,2373.800048828125,2380.89990234375,25944
29/07/2024,2377.300048828125,2377.300048828125,2377.300048828125,2377.300048828125,126409
26/07/2024,2380.0,2386.89990234375,2368.699951171875,2368.699951171875,95
25/07/2024,2351.89990234375,2365.5,2351.89990234375,2365.5,31
24/07/2024,2413.300048828125,2421.0,2411.60009765625,2421.0,6
23/07/2024,2404.60009765625,2404.60009765625,2388.699951171875,2395.800048828125,41
22/07/2024,2392.0,2402.10009765625,2392.0,2402.10009765625,18
19/07/2024,2395.5,2419.199951171875,2395.5,2418.800048828125,15
18/07/2024,2451.800048828125,2466.0,2451.800048828125,2466.0,2
17/07/2024,2454.800048828125,2473.10009765625,2454.800048828125,2472.89990234375,10
16/07/2024,2462.39990234375,2462.39990234375,2427.39990234375,2427.39990234375,93
15/07/2024,2422.89990234375,2436.0,2422.89990234375,2430.0,540
12/07/2024,2414.0,2414.0,2391.300048828125,2399.800048828125,355
11/07/2024,2415.0,2416.699951171875,2378.699951171875,2378.699951171875,72
10/07/2024,2372.199951171875,2377.0,2365.800048828125,2366.300048828125,19
09/07/2024,2360.10009765625,2363.699951171875,2360.10009765625,2363.10009765625,9
08/07/2024,2355.199951171875,2383.800048828125,2352.800048828125,2381.699951171875,64
05/07/2024,2388.5,2388.5,2354.89990234375,2354.89990234375,72
