ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-03-28,601.1007596214899,5893.031090640915,18847.67581140885,601.1007596214899,601.1007596214899,11843.487767158913,11843.487767158913,11843.487767158913,-22.513142717734816,-22.513142717734816,-22.513142717734816,11866.000909876648,11866.000909876648,11866.000909876648,0.0,0.0,0.0,12444.588526780402
2020-03-29,702.3882336787733,5724.841260267739,19094.714586022666,702.3882336787733,702.3882336787733,11827.58810428885,11827.58810428885,11827.58810428885,-49.22188915635674,-49.22188915635674,-49.22188915635674,11876.80999344521,11876.80999344521,11876.80999344521,0.0,0.0,0.0,12529.976337967624
2020-03-30,803.6757077360568,6150.447960230388,19256.349320961148,803.6757077360568,803.6757077360568,11915.866273143838,11915.866273143838,11915.866273143838,50.411905535893666,50.411905535893666,50.411905535893666,11865.454367607945,11865.454367607945,11865.454367607945,0.0,0.0,0.0,12719.541980879894
2020-03-31,904.9631817933395,6480.321289903188,19345.607061417402,904.9631817933395,904.9631817933395,11769.422957729137,11769.422957729137,11769.422957729137,-62.29955127506378,-62.29955127506378,-62.29955127506378,11831.7225090042,11831.7225090042,11831.7225090042,0.0,0.0,0.0,12674.386139522476
2020-04-01,1006.2506558506228,6474.503788683798,19665.68523918467,1006.2506558506228,1006.2506558506228,11868.059232578793,11868.059232578793,11868.059232578793,92.24791258635773,92.24791258635773,92.24791258635773,11775.811319992437,11775.811319992437,11775.811319992437,0.0,0.0,0.0,12874.309888429416
2020-04-02,1107.5381299079054,6165.4088842225065,19512.80231948029,1107.5381299079054,1107.5381299079054,11673.352621456555,11673.352621456555,11673.352621456555,-24.960411122661768,-24.960411122661768,-24.960411122661768,11698.313032579215,11698.313032579215,11698.313032579215,0.0,0.0,0.0,12780.89075136446
2020-04-03,1208.825603965189,6451.81371106515,19163.71579039599,1208.825603965189,1208.825603965189,11616.526633380565,11616.526633380565,11616.526633380565,16.335176148785674,16.335176148785674,16.335176148785674,11600.19145723178,11600.19145723178,11600.19145723178,0.0,0.0,0.0,12825.352237345754
2020-04-04,1310.1130780224717,6061.922048495681,19094.025545810826,1310.1130780224717,1310.1130780224717,11460.235270515504,11460.235270515504,11460.235270515504,-22.51314271713037,-22.51314271713037,-22.51314271713037,11482.748413232635,11482.748413232635,11482.748413232635,0.0,0.0,0.0,12770.348348537977
2020-04-05,1411.400552079755,6228.2385328928585,19260.776846696674,1411.400552079755,1411.400552079755,11298.359554732511,11298.359554732511,11298.359554732511,-49.22188915650453,-49.22188915650453,-49.22188915650453,11347.581443889016,11347.581443889016,11347.581443889016,0.0,0.0,0.0,12709.760106812266
2020-04-06,1512.6880261370377,5762.30513866584,19348.06039877843,1512.6880261370377,1512.6880261370377,11246.946058240064,11246.946058240064,11246.946058240064,50.41190553624427,50.41190553624427,50.41190553624427,11196.53415270382,11196.53415270382,11196.53415270382,0.0,0.0,0.0,12759.634084377101
2020-04-07,1613.975500194321,5992.764703871427,19144.301408073625,1613.975500194321,1613.975500194321,10969.341137951878,10969.341137951878,10969.341137951878,-62.29955127506753,-62.29955127506753,-62.29955127506753,11031.640689226946,11031.640689226946,11031.640689226946,0.0,0.0,0.0,12583.3166381462
2020-04-08,1715.2629742516037,6061.281836232051,19111.657073621704,1715.2629742516037,1715.2629742516037,10947.313973264298,10947.313973264298,10947.313973264298,92.24791258648119,92.24791258648119,92.24791258648119,10855.066060677818,10855.066060677818,10855.066060677818,0.0,0.0,0.0,12662.576947515901
2020-04-09,1816.550448308887,5625.719743839194,18832.58963073187,1816.550448308887,1816.550448308887,10644.083632620333,10644.083632620333,10644.083632620333,-24.960411122602583,-24.960411122602583,-24.960411122602583,10669.044043742933,10669.044043742933,10669.044043742933,0.0,0.0,0.0,12460.63408092922
2020-04-10,1917.8379223661707,5509.055009755853,18881.11032762336,1917.8379223661707,1917.8379223661707,10492.149693997668,10492.149693997668,10492.149693997668,16.335176149115764,16.335176149115764,16.335176149115764,10475.81451784855,10475.81451784855,10475.81451784855,0.0,0.0,0.0,12409.987616363838
2020-04-11,2019.125405063888,5460.400269542657,18528.386629467765,2019.125405063888,2019.125405063888,10255.048893037414,10255.048893037414,10255.048893037414,-22.5131427175119,-22.5131427175119,-22.5131427175119,10277.562035754923,10277.562035754923,10277.562035754923,0.0,0.0,0.0,12274.174298101301
2020-04-12,2120.4128877616054,5035.507322237476,18318.59983779333,2120.4128877616054,2120.4128877616054,10027.135500953022,10027.135500953022,10027.135500953022,-49.221889156591665,-49.221889156591665,-49.221889156591665,10076.357390109613,10076.357390109613,10076.357390109613,0.0,0.0,0.0,12147.548388714627
2020-04-13,2221.7003704593226,5590.467618817098,18805.691158547386,2221.7003704593226,2221.7003704593226,9924.515733220784,9924.515733220784,9924.515733220784,50.41190553603084,50.41190553603084,50.41190553603084,9874.103827684754,9874.103827684754,9874.103827684754,0.0,0.0,0.0,12146.216103680106
2020-04-14,2322.9878531570384,5687.5950830128295,18408.09835307767,2322.9878531570384,2322.9878531570384,9610.189858501082,9610.189858501082,9610.189858501082,-62.299551275071295,-62.299551275071295,-62.299551275071295,9672.489409776153,9672.489409776153,9672.489409776153,0.0,0.0,0.0,11933.177711658122
2020-04-15,2424.275335854756,5113.864561972954,18436.554634589134,2424.275335854756,2424.275335854756,9565.194735069446,9565.194735069446,9565.194735069446,92.24791258646145,92.24791258646145,92.24791258646145,9472.946822482983,9472.946822482983,9472.946822482983,0.0,0.0,0.0,11989.470070924202
