ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-06-17,1776.4858326656688,1722.06391832488,1838.3727648682338,1776.4858326656688,1776.4858326656688,4.015005027223495,4.015005027223495,4.015005027223495,4.338850811995747,4.338850811995747,4.338850811995747,-0.3238457847722521,-0.3238457847722521,-0.3238457847722521,0.0,0.0,0.0,1780.5008376928922
2021-06-18,1776.6521513754521,1718.2289663052418,1838.8574226989504,1776.6521513754521,1776.6521513754521,1.5952574728865694,1.5952574728865694,1.5952574728865694,3.545019850528424,3.545019850528424,3.545019850528424,-1.949762377641855,-1.949762377641855,-1.949762377641855,0.0,0.0,0.0,1778.2474088483386
2021-06-21,1777.151107504802,1712.9270170846262,1827.143870465327,1777.151107504802,1777.151107504802,-5.358881921954643,-5.358881921954643,-5.358881921954643,0.5965189384618964,0.5965189384618964,0.5965189384618964,-5.95540086041654,-5.95540086041654,-5.95540086041654,0.0,0.0,0.0,1771.7922255828473
2021-06-22,1777.3174262145853,1712.8336145579094,1832.5244442372486,1777.3174262145853,1777.3174262145853,-3.710918428172098,-3.710918428172098,-3.710918428172098,3.317674163490154,3.317674163490154,3.317674163490154,-7.028592591662252,-7.028592591662252,-7.028592591662252,0.0,0.0,0.0,1773.6065077864132
2021-06-23,1777.4837449243687,1716.1615897540455,1832.0680944922926,1777.4837449243687,1777.4837449243687,-4.428727346649011,-4.428727346649011,-4.428727346649011,3.5588907118515762,3.5588907118515762,3.5588907118515762,-7.987618058500588,-7.987618058500588,-7.987618058500588,0.0,0.0,0.0,1773.0550175777196
2021-06-24,1777.650063634152,1710.4591113948013,1832.8358956558795,1777.650063634152,1777.650063634152,-4.504060744406666,-4.504060744406666,-4.504060744406666,4.338850811997034,4.338850811997034,4.338850811997034,-8.8429115564037,-8.8429115564037,-8.8429115564037,0.0,0.0,0.0,1773.1460028897454
2021-06-25,1777.8163823439352,1713.5142380551354,1829.5984858227066,1777.8163823439352,1777.8163823439352,-6.059366791855103,-6.059366791855103,-6.059366791855103,3.5450198505240555,3.5450198505240555,3.5450198505240555,-9.60438664237916,-9.60438664237916,-9.60438664237916,0.0,0.0,0.0,1771.75701555208
2021-06-28,1778.3153384732852,1710.562955455767,1827.7195570110532,1778.3153384732852,1778.3153384732852,-10.811378306352438,-10.811378306352438,-10.811378306352438,0.5965189384308783,0.5965189384308783,0.5965189384308783,-11.407897244783314,-11.407897244783314,-11.407897244783314,0.0,0.0,0.0,1767.5039601669328
2021-06-29,1778.4816571830681,1709.235064354266,1826.0094317796215,1778.4816571830681,1778.4816571830681,-8.550275146785662,-8.550275146785662,-8.550275146785662,3.317674163488192,3.317674163488192,3.317674163488192,-11.867949310273852,-11.867949310273852,-11.867949310273852,0.0,0.0,0.0,1769.9313820362825
2021-06-30,1778.6479758928515,1712.3344994814984,1833.3982554735653,1778.6479758928515,1778.6479758928515,-8.70325724952067,-8.70325724952067,-8.70325724952067,3.558890711849173,3.558890711849173,3.558890711849173,-12.262147961369841,-12.262147961369841,-12.262147961369841,0.0,0.0,0.0,1769.9447186433308
